Category ID	Category Name	Number	Name
746	Collectible Minifigures / Harry Potter / Harry Potter Series 2	colhp2-15	Professor Sprout, Harry Potter, Series 2 (Complete Set with Stand and Accessories)
746	Collectible Minifigures / Harry Potter / Harry Potter Series 2	colhp2-16	Neville Longbottom, Harry Potter, Series 2 (Complete Set with Stand and Accessories)
759	NINJAGO / Prime Empire	892068-1	Richie foil pack
390	Holiday & Event / Christmas	40424-1	Winter Snowball Fight
771	Friends	562011-1	Stephanie's Pizza Bakery foil pack
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-2	Advent Calendar 2020, Star Wars (Day  1) - A-wing Starfighter
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-3	Advent Calendar 2020, Star Wars (Day  2) - Festive Poe Dameron
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-4	Advent Calendar 2020, Star Wars (Day  3) - Obi-Wan's Hut
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-5	Advent Calendar 2020, Star Wars (Day  4) - Luke Skywalker
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-6	Advent Calendar 2020, Star Wars (Day  5) - The Razor Crest
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-7	Advent Calendar 2020, Star Wars (Day  6) - Sith TIE Fighter
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-8	Advent Calendar 2020, Star Wars (Day  7) - Sith Trooper
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-9	Advent Calendar 2020, Star Wars (Day  8) - X-wing Fighter
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-10	Advent Calendar 2020, Star Wars (Day  9) - Rey
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-11	Advent Calendar 2020, Star Wars (Day 10) - D-O with Santa Hat
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-12	Advent Calendar 2020, Star Wars (Day 11) - Millennium Falcon
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-13	Advent Calendar 2020, Star Wars (Day 12) - Porg
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-14	Advent Calendar 2020, Star Wars (Day 13) - Republic Cruiser
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-15	Advent Calendar 2020, Star Wars (Day 14) - Battle Droid
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-16	Advent Calendar 2020, Star Wars (Day 15) - Trade Federation Battleship
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-17	Advent Calendar 2020, Star Wars (Day 16) - Anakin's Podracer
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-18	Advent Calendar 2020, Star Wars (Day 17) - Pit Droid
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-19	Advent Calendar 2020, Star Wars (Day 18) - Snowspeeder
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-20	Advent Calendar 2020, Star Wars (Day 19) - Tauntaun
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-21	Advent Calendar 2020, Star Wars (Day 20) - Hoth Echo Base Shield Generator
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-22	Advent Calendar 2020, Star Wars (Day 21) - Snowman Gonk Droid (GNK Power Droid)
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-23	Advent Calendar 2020, Star Wars (Day 22) - Stormtrooper
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-24	Advent Calendar 2020, Star Wars (Day 23) - Darth Vader's Castle
390	Holiday & Event / Advent Sub-Set / Star Wars	75279-25	Advent Calendar 2020, Star Wars (Day 24) - Festive Darth Vader
390	Holiday & Event / Advent Sub-Set / City	60268-2	Advent Calendar 2020, City (Day  1) - Container Ship
390	Holiday & Event / Advent Sub-Set / City	60268-3	Advent Calendar 2020, City (Day  2) - Duke Detain
390	Holiday & Event / Advent Sub-Set / City	60268-4	Advent Calendar 2020, City (Day  3) - Police Station
390	Holiday & Event / Advent Sub-Set / City	60268-5	Advent Calendar 2020, City (Day  4) - Truck
390	Holiday & Event / Advent Sub-Set / City	60268-6	Advent Calendar 2020, City (Day  5) - Harl Hubbs
390	Holiday & Event / Advent Sub-Set / City	60268-7	Advent Calendar 2020, City (Day 6) - Gas Station
390	Holiday & Event / Advent Sub-Set / City	60268-8	Advent Calendar 2020, City (Day  7) - Helicopter
390	Holiday & Event / Advent Sub-Set / City	60268-9	Advent Calendar 2020, City (Day  8) - Christmas Tree
390	Holiday & Event / Advent Sub-Set / City	60268-10	Advent Calendar 2020, City (Day  9) - Christmas Presents
390	Holiday & Event / Advent Sub-Set / City	60268-11	Advent Calendar 2020, City (Day 10) - Freya McCloud
390	Holiday & Event / Advent Sub-Set / City	60268-12	Advent Calendar 2020, City (Day 11) - Fire Truck
390	Holiday & Event / Advent Sub-Set / City	60268-13	Advent Calendar 2020, City (Day 12) - Holiday Train
390	Holiday & Event / Advent Sub-Set / City	60268-14	Advent Calendar 2020, City (Day 13) - Bank
903	BrickHeadz / Universal Monsters	40422-1	Frankenstein
390	Holiday & Event / Advent Sub-Set / City	60268-15	Advent Calendar 2020, City (Day 14) - Monster Truck
390	Holiday & Event / Advent Sub-Set / City	60268-16	Advent Calendar 2020, City (Day 15) - Police Truck
390	Holiday & Event / Advent Sub-Set / City	60268-17	Advent Calendar 2020, City (Day 16) - Daisy Kaboom
390	Holiday & Event / Advent Sub-Set / City	60268-18	Advent Calendar 2020, City (Day 17) - Airplane
390	Holiday & Event / Advent Sub-Set / City	60268-19	Advent Calendar 2020, City (Day 18) - Race Car
390	Holiday & Event / Advent Sub-Set / City	60268-20	Advent Calendar 2020, City (Day 19) - Rooky Partnur
390	Holiday & Event / Advent Sub-Set / City	60268-21	Advent Calendar 2020, City (Day 20) - Heavy Hauler Cab
390	Holiday & Event / Advent Sub-Set / City	60268-22	Advent Calendar 2020, City (Day 21) - Heavy Hauler Trailer
390	Holiday & Event / Advent Sub-Set / City	60268-23	Advent Calendar 2020, City (Day 22) - Speed Boat
390	Holiday & Event / Advent Sub-Set / City	60268-24	Advent Calendar 2020, City (Day 23) - Reindeer and Sled
390	Holiday & Event / Advent Sub-Set / City	60268-25	Advent Calendar 2020, City (Day 24) - Wheeler (Santa)
171	Creator / Basic Model / Holiday & Event / Christmas	30576-1	Holiday tree polybag
390	Holiday & Event / Advent Sub-Set / Friends	41420-2	Advent Calendar 2020, Friends (Day  1) - Emma
390	Holiday & Event / Advent Sub-Set / Friends	41420-4	Advent Calendar 2020, Friends (Day  3) - Fireplace
390	Holiday & Event / Advent Sub-Set / Friends	41420-5	Advent Calendar 2020, Friends (Day  4) - Hamster
390	Holiday & Event / Advent Sub-Set / Friends	41420-3	Advent Calendar 2020, Friends (Day  2) - Coffee/Tea Table
390	Holiday & Event / Advent Sub-Set / Friends	41420-6	Advent Calendar 2020, Friends (Day  5) - Postbox
390	Holiday & Event / Advent Sub-Set / Friends	41420-7	Advent Calendar 2020, Friends (Day  6) - Elf with Bow
390	Holiday & Event / Advent Sub-Set / Friends	41420-8	Advent Calendar 2020, Friends (Day  7) - Decorated Arch
390	Holiday & Event / Advent Sub-Set / Friends	41420-9	Advent Calendar 2020, Friends (Day  8) - Workbench
390	Holiday & Event / Advent Sub-Set / Friends	41420-10	Advent Calendar 2020, Friends (Day  9) - Glider
390	Holiday & Event / Advent Sub-Set / Friends	41420-11	Advent Calendar 2020, Friends (Day 10) - Pastry Stand
390	Holiday & Event / Advent Sub-Set / Friends	41420-12	Advent Calendar 2020, Friends (Day 11) - Train
390	Holiday & Event / Advent Sub-Set / Friends	41420-13	Advent Calendar 2020, Friends (Day 12) - Skateboard
390	Holiday & Event / Advent Sub-Set / Friends	41420-14	Advent Calendar 2020, Friends (Day 13) - Waffle Stand
390	Holiday & Event / Advent Sub-Set / Friends	41420-15	Advent Calendar 2020, Friends (Day 14) - Penguin
390	Holiday & Event / Advent Sub-Set / Friends	41420-16	Advent Calendar 2020, Friends (Day 15) - Elf with Plume
390	Holiday & Event / Advent Sub-Set / Friends	41420-17	Advent Calendar 2020, Friends (Day 16) - Gift Wrap Stand
390	Holiday & Event / Advent Sub-Set / Friends	41420-18	Advent Calendar 2020, Friends (Day 17) - Christmas Presents
390	Holiday & Event / Advent Sub-Set / Friends	41420-19	Advent Calendar 2020, Friends (Day 18) - Campfire
390	Holiday & Event / Advent Sub-Set / Friends	41420-20	Advent Calendar 2020, Friends (Day 19) - Snowball Catapult
390	Holiday & Event / Advent Sub-Set / Friends	41420-21	Advent Calendar 2020, Friends (Day 20) - Snowman
390	Holiday & Event / Advent Sub-Set / Friends	41420-22	Advent Calendar 2020, Friends (Day 21) - Sled
390	Holiday & Event / Advent Sub-Set / Friends	41420-23	Advent Calendar 2020, Friends (Day 22) - Sled Trailer
390	Holiday & Event / Advent Sub-Set / Friends	41420-24	Advent Calendar 2020, Friends (Day 23) - Christmas Tree
390	Holiday & Event / Advent Sub-Set / Friends	41420-25	Advent Calendar 2020, Friends (Day 24) - Mrs. Claus
171	Creator / Creator Expert / Winter Village Collection / Holiday & Event / Christmas	10275-1	Elf Club House
976	LEGO Brand / LEGO Brand Store / Monthly Model	40403-1	Monthly Mini Model Build Set - 2020 09 September, Literacy Day Unicorn polybag
976	LEGO Brand / LEGO Brand Store / Monthly Model	40404-1	Monthly Mini Model Build Set - 2020 10 October, Teachers' Day polybag
746	Collectible Minifigures / Harry Potter / Harry Potter Series 2	71028-3	Minifigure, Harry Potter, Series 2 (Box of 60)
67	Town / City / Police	952010-1	Detective on Motorcycle foil pack
1076	Dots / Promotional	40438-1	Extra Dots - Levi Jeans Confetti Bag
878	Disney / Disney Princess / Moana	302007-1	Moana foil pack
65	Star Wars / Promotional / Star Wars Episode 2	5006290-1	Yoda's Lightsaber
1108	Explorer	11941-1	Rainforest Frog polybag
817	LEGO Ideas (CUUSOO)	21324-1	123 Sesame Street
768	Super Heroes / Tim Burton's Batman	76161-1	1989 Batwing
903	BrickHeadz / Holiday & Event / Christmas	40425-1	Nutcracker
976	LEGO Brand / LEGO Brand Store / Building Event / Super Heroes	SUPERMAN-1	LEGO Brand Store Exclusive Build - Superman
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-2	Advent Calendar 2020, Harry Potter (Day  1) - Harry Potter
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-3	Advent Calendar 2020, Harry Potter (Day  2) - Hogwarts
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-4	Advent Calendar 2020, Harry Potter (Day  3) - Durmstrang Ship
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-5	Advent Calendar 2020, Harry Potter (Day  4) - Beauxbatons Carriage
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-6	Advent Calendar 2020, Harry Potter (Day  5) - Cho Chang
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-7	Advent Calendar 2020, Harry Potter (Day 6) - Goblet of Fire
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-8	Advent Calendar 2020, Harry Potter (Day  7) - Record Player
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-9	Advent Calendar 2020, Harry Potter (Day  8) - Couch
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-10	Advent Calendar 2020, Harry Potter (Day  9) - Table
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-11	Advent Calendar 2020, Harry Potter (Day 10) - Ron Weasley
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-12	Advent Calendar 2020, Harry Potter (Day 11) - Fireplace
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-13	Advent Calendar 2020, Harry Potter (Day 12) - Display with Drink
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-14	Advent Calendar 2020, Harry Potter (Day 13) - Christmas Tree
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-15	Advent Calendar 2020, Harry Potter (Day 14) - Display with Frog
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-16	Advent Calendar 2020, Harry Potter (Day 15) - Padma Patil
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-17	Advent Calendar 2020, Harry Potter (Day 16) - Christmas Trees
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-18	Advent Calendar 2020, Harry Potter (Day 17) - Grand Piano
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-19	Advent Calendar 2020, Harry Potter (Day 18) - Ice Sculpture with Food
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-20	Advent Calendar 2020, Harry Potter (Day 19) - Parvati Patil
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-21	Advent Calendar 2020, Harry Potter (Day 20) - Ice Sculpture with Drinks and Pins
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-22	Advent Calendar 2020, Harry Potter (Day 21) - Sheet Music with Mic Stand
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-23	Advent Calendar 2020, Harry Potter (Day 22) - Hermione Granger
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-24	Advent Calendar 2020, Harry Potter (Day 23) - Gifts
390	Holiday & Event / Advent Sub-Set / Harry Potter	75981-25	Advent Calendar 2020, Harry Potter (Day 24) - The Triwizard Cup
65	Star Wars / Star Wars Episode 4/5/6	912065-1	Luke Skywalker foil pack #2
771	Friends	562010-1	Little Turtle foil pack
768	Super Heroes / Batman II	212012-1	Shazam! foil pack
65	Star Wars / Microfighters Series 8 / Star Wars Episode 4/5/6	75295-1	Millennium Falcon Microfighter
65	Star Wars / Star Wars The Mandalorian	75299-1	Trouble on Tatooine
65	Star Wars / Star Wars Episode 4/5/6	75300-1	Imperial TIE Fighter
65	Star Wars / Star Wars Episode 4/5/6	75301-1	Luke Skywalker's X-Wing Fighter
390	Holiday & Event / Christmas	40426-1	Christmas Wreath 2-in-1
390	Holiday & Event / Christmas	854037-1	Santa Ornament
390	Holiday & Event / Christmas	854038-1	Reindeer Ornament
390	Holiday & Event / Christmas	854050-1	Snowman and Reindeer Ornament
817	LEGO Ideas (CUUSOO)	92176-1	NASA Apollo Saturn V {Reissue}
817	LEGO Ideas (CUUSOO)	92177-1	Ship in a Bottle {Reissue}
34	Space / Insectoids	2847-2	Big Value Collectors Bucket!
759	NINJAGO / Prime Empire	892069-1	Digi Jay foil pack
67	Town / City / Deep Sea Explorers	862011-1	Diver and Sawfish foil pack
65	Star Wars / Star Wars Episode 4/5/6	77904-1	Nebulon-B Frigate - San Diego Comic-Con 2020 Exclusive
768	Super Heroes / Black Widow	77905-1	Taskmaster's Ambush - San Diego Comic-Con 2020 Exclusive
1095	Super Mario / Super Mario Expansion Set	77907-1	Toad's Special Hideaway - Expansion Set - San Diego Comic-Con 2020 Exclusive
65	Star Wars / Mini / Star Wars Episode 4/5/6	30388-1	Imperial Shuttle - Mini polybag
390	Holiday & Event / Christmas	40410-1	Charles Dickens Tribute
67	Town / City / Police	952011-1	Duke Detain foil pack
983	Promotional	66650-1	Bricktober Fairground Set 3/4 - Ferris Wheel (2020 Toys "R" Us Exclusive) {Asian Release}
983	Promotional	66651-1	Bricktober Fairground Set 4/4 - Roller Coaster (2020 Toys "R" Us Exclusive) {Asian Release}
983	Promotional	66649-1	Bricktober Fairground Set 2/4 - Carousel (2020 Toys "R" Us Exclusive) {Asian Release}
983	Promotional	66648-1	Bricktober Fairground Set 1/4 - Swing Ride (2020 Toys "R" Us Exclusive) {Asian Release}
59	MINDSTORMS / Promotional	40413-1	Mini Robots
1108	Explorer	11942-1	Moon Lander polybag
976	LEGO Brand / LEGO Brand Store / Build-A-Minifigure	bam202002-1	Build-a-Minifigure (BAM) 2020 Set 2 blister pack
976	LEGO Brand / LEGO Brand Store / Build-A-Minifigure	bam202001-1	Build-a-Minifigure (BAM) 2020 Set 1 blister pack
67	Town / City	66643-1	City Bundle Pack, 3 in 1 (Sets 60207, 60213, and 60219)
768	Super Heroes / Avengers	242003-1	Captain Marvel foil pack
227	Harry Potter	30628-1	The Monster Book of Monsters
768	Super Heroes / Super Heroes Other	Sony01-1	Classic Suit Miles Morales - Sony PS 2020 Exclusive blister pack
65	Star Wars / Mini / Star Wars Episode 3	912066-1	Obi-Wan's Jedi Interceptor - Mini foil pack
976	LEGO Brand / LEGO Brand Store	BMU02-1	BauMitUns eine Giraffe (German)
976	LEGO Brand / LEGO Brand Store	BMU01-1	BauMitUns einen Elefant (German)
801	Minecraft	21165-1	The Bee Farm
801	Minecraft	21166-1	The "Abandoned" Mine
801	Minecraft	21167-1	The Trading Post
878	Disney / Disney Princess / Moana	302008-1	Pua Pig and Turtle foil pack
759	NINJAGO / Master of the Mountain	892070-1	Munce foil pack
976	LEGO Brand / LEGO Brand Store / Grand Opening / BrickHeadz	6322719-1	LEGO Store Grand Opening Exclusive Set, Hangzhou, China - Hangzhou BrickHeadz
976	LEGO Brand / LEGO Brand Store / Grand Opening	6322718-1	LEGO Store Grand Opening Exclusive Set, Hangzhou, China - Leifeng Pagoda
976	LEGO Brand / LEGO Brand Store / Promotional	SHANGHAI-1	LEGO Store Shanghai People's Square 2 Year Anniversary
976	LEGO Brand / LEGO Brand Store / Grand Opening	Hangzhou-1	LEGO Store Grand Opening Exclusive Set, Hangzhou, China
850	Jurassic World	122111-1	Stegosaurus foil pack
1076	Dots	66642-1	Dots Bundle Pack (Sets 41900, 41902, 41905, and 41908 with Extra Sorting Tray) - Ultimate Designer Kit
67	Town / City	66640-1	City Bundle Pack (Sets 60247 and 60250)
67	Town / City	66645-1	City Bundle Pack (Sets 60224 and 60225)
801	Minecraft	66646-1	Minecraft Bundle Pack (Sets 21140 and 21145)
842	SPEED CHAMPIONS	66647-1	Speed Champions Bundle Pack (Sets 75890 and 75891)
976	LEGO Brand / LEGO Brand Store / Monthly Model	40405-1	Monthly Mini Model Build Set - 2020 11 November, Kindness Day polybag
67	Town / City / Deep Sea Explorers	952012-1	Deep Sea Diver foil pack
870	Ghostbusters	10274-1	Ghostbusters ECTO-1
976	LEGO Brand / LEGO Brand Store / Grand Opening	KingofPrussia-2	LEGO Store Grand Re-opening Exclusive Set, King of Prussia Mall, PA blister pack
390	Holiday & Event / Chinese New Year	80107-1	Spring Lantern Festival
167	DUPLO / Holiday & Event / Chinese New Year	10943-1	Happy Childhood Moments
390	Holiday & Event / Chinese New Year	80106-1	Story of Nian
1108	Explorer	11943-1	Insect polybag
67	Town / City / Police	4508192-1	City Police Value Pack (7245, 7235)
273	BIONICLE / Warriors	66235-1	Mahri Nui Collection (contains 8930, 8931, 8935)
167	DUPLO / Basic Set	2325-1	PreSchool Basic Building Set
771	Friends	562012-1	Cute Hamster foil pack
169	Sculptures	10276-1	SPQR Colosseum
167	DUPLO	2385-1	Duplo Basic Set
983	Promotional	6346109-1	Roman Chariot
67	Town / City	81007-1	Design Your Own LEGO City Set
390	Holiday & Event / Christmas / Promotional	6311307-1	Reindeer Ornament (TRU Singapore Promo)
227	Harry Potter / Hogwarts Moment	76382-1	Hogwarts Moment: Transfiguration Class
227	Harry Potter / Hogwarts Moment	76383-1	Hogwarts Moment: Potions Class
227	Harry Potter / Hogwarts Moment	76384-1	Hogwarts Moment: Herbology Class
227	Harry Potter / Hogwarts Moment	76385-1	Hogwarts Moment: Charms Class
67	Town / Classic Town / Construction	1692-1	Loader Tractor
490	Clikits	4279811-1	Clikits Desk Set
768	Super Heroes / Batman II	212113-1	Batman with Rocket Pack foil pack
36	Technic / Model / Race	42123-1	McLaren Senna GTR
65	Star Wars / Mini / Star Wars Episode 4/5/6	912067-1	TIE Interceptor - Mini foil pack
983	Promotional	5006291-1	Buildable 2 x 4 Dark Turquoise Brick
67	Town / City / Arctic	66585-1	Arctic Expedition Building Kit
171	Creator / Creator Expert / Botanical Collection	10280-1	Flower Bouquet
171	Creator / Creator Expert / Botanical Collection	10281-1	Bonsai Tree
171	Creator / Creator Expert / Modular Buildings Collection	10278-1	Police Station
171	Creator / Model / Space	31111-1	Cyber Drone
171	Creator / Model / Creature	31112-1	Wild Lion
171	Creator / Model / Race	31113-1	Race Car Transporter
171	Creator / Model / Race	31114-1	Superbike
171	Creator / Model / Building	31118-1	Surfer Beach House
169	Sculptures / Mosaic / Harry Potter	31201-1	Harry Potter
169	Sculptures / Mosaic / Disney	31202-1	Mickey Mouse
771	Friends	41439-1	Cat Grooming Car
771	Friends	41443-1	Olivia's Electric Car
771	Friends	41444-1	Heartlake City Organic Café {Cafe}
771	Friends	41448-1	Heartlake City Movie Theater
771	Friends	41449-1	Andrea's Family House
771	Friends / Play Cube	41662-1	Olivia's Flamingo Cube
771	Friends / Play Cube	41663-1	Emma's Dalmatian Cube
771	Friends / Play Cube	41664-1	Mia's Pug Cube
771	Friends / Play Cube	41665-1	Stephanie's Cat Cube
771	Friends / Play Cube	41666-1	Andrea's Bunny Cube
1076	Dots	41921-1	Extra Dots - Series 3
1076	Dots / Bracelet	41923-1	Monster
1076	Dots	41924-1	Secret Holder
1076	Dots	41925-1	Secret Boxes
1076	Dots	41926-1	Creative Party Kit
1076	Dots / Bracelet	41934-1	Starlight
36	Technic / Model / Construction	42116-1	Skid Steer Loader
36	Technic / Model / Airport	42117-1	Race Plane
36	Technic / Model / Off-Road	42124-1	Off-Road Buggy
878	Disney / Disney Princess / Frozen / Frozen II	43186-1	Bruni the Salamander Buildable Character
67	Town / City / Police	60275-1	Police Helicopter
67	Town / City / Police	60276-1	Police Prisoner Transport
67	Town / City / Fire	60279-1	Fire Hazard Truck
67	Town / City / Fire	60280-1	Fire Ladder Truck
67	Town / City / Fire	60281-1	Fire Rescue Helicopter
67	Town / City / Fire	60282-1	Fire Command Unit
67	Town / City / Recreation	60283-1	Holiday Camper Van
67	Town / City / Construction	60284-1	Roadwork Truck
67	Town / City / Traffic	60285-1	Sports Car
67	Town / City / Coast Guard	60286-1	Beach Rescue ATV
67	Town / City / Farm	60287-1	Tractor
67	Town / City / Race	60288-1	Race Buggy Transporter
67	Town / City / Airport	60289-1	Airshow Jet Transporter
67	Town / City / Recreation	60290-1	Skate Park
67	Town / City / Building	60291-1	Family House
67	Town / City	60292-1	Town Center
67	Town / City / Supplemental	60304-1	Road Plates
1095	Super Mario / Super Mario Maker Set	71380-1	Master Your Adventure - Maker Set
1095	Super Mario / Super Mario Expansion Set	71381-1	Chain Chomp Jungle Encounter - Expansion Set
1095	Super Mario / Super Mario Expansion Set	71382-1	Piranha Plant Puzzling Challenge - Expansion Set
1095	Super Mario / Super Mario Expansion Set	71383-1	Wiggler's Poison Swamp - Expansion Set
1095	Super Mario / Super Mario Power-Up Pack	71384-1	Penguin Mario - Power-Up Pack
1095	Super Mario / Super Mario Power-Up Pack	71385-1	Tanooki Mario - Power-Up Pack
1095	Super Mario / Super Mario Series 2	71386-1	Character, Super Mario, Series 2 (Complete Random Set of 1 Character)
1095	Super Mario / Super Mario Series 2	71386-2	Character, Super Mario, Series 2 (Complete Series of 10 Complete Character Sets)
1095	Super Mario / Super Mario Series 2	char02-1	Huckit Crab, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-2	Spiny Cheep Cheep, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-3	Ninji, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-4	Foo, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-5	Parachute Goomba, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-6	Para-Beetle, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-7	Poison Mushroom, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-8	Thwimp, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-9	Fly Guy, Super Mario, Series 2 (Complete Set)
1095	Super Mario / Super Mario Series 2	char02-10	Bone Goomba, Super Mario, Series 2 (Complete Set)
759	NINJAGO / Legacy / The Golden Weapons	71730-1	Epic Battle Set - Kai vs Skulkin
759	NINJAGO / Legacy / Rebooted	71731-1	Epic Battle Set - Zane vs Nindroid
759	NINJAGO / Legacy / Rise of the Snakes	71732-1	Epic Battle Set - Jay vs Serpentine
759	NINJAGO / Legacy / Possession	71733-1	Epic Battle Set - Cole vs Ghost Warrior
759	NINJAGO / Legacy / Tournament of Elements	71735-1	Tournament of Elements
759	NINJAGO / Legacy / Tournament of Elements	71736-1	Boulder Blaster
759	NINJAGO / Legacy / Rebooted	71737-1	X-1 Ninja Charger
759	NINJAGO / Legacy / Possession	71738-1	Zane's Titan Mech Battle
759	NINJAGO / Legacy	71741-1	NINJAGO City Gardens
768	Super Heroes / Avengers	76168-1	Captain America Mech Armor
768	Super Heroes / Avengers	76169-1	Thor Mech Armor
768	Super Heroes / Spider-Man	76171-1	Miles Morales Mech Armor
768	Super Heroes / Spider-Man	76172-1	Spider-Man and Sandman Showdown
768	Super Heroes / Spider-Man	76173-1	Spider-Man and Ghost Rider vs. Carnage
768	Super Heroes / Spider-Man	76174-1	Spider-Man's Monster Truck vs. Mysterio
390	Holiday & Event / Christmas	40416-1	Ice Skating Rink
759	NINJAGO / Master of the Mountain	892071-1	Cole foil pack #8
808	MIXELS / MIXELS Series 7	5004876-1	MIXELS Medivals
808	MIXELS / MIXELS Series 7	5004877-1	MIXELS Mixies
808	MIXELS / MIXELS Series 5	5004744-1	MIXELS Lixels
36	Technic / Model / Race	42125-1	Ferrari 488 GTE AF CORSE #51
976	LEGO Brand / LEGO Brand Store / Monthly Model	40406-1	Monthly Mini Model Build Set - 2020 12 December, Human Rights Day Dove polybag
746	Collectible Minifigures / Series 21 Minifigures	71029-1	Minifigure, Series 21 (Complete Random Set of 1 Minifigure)
746	Collectible Minifigures / Series 21 Minifigures	71029-2	Minifigure, Series 21 (Complete Series of 12 Complete Minifigure Sets)
801	Minecraft	21170-1	The Pig House
801	Minecraft	21164-1	The Coral Reef
167	DUPLO / Disney's Mickey Mouse	10941-1	Mickey & Minnie Birthday Train
167	DUPLO / Basic Set	10955-1	Animal Train
67	Town / City / Police	952101-1	Policeman and Helicopter foil pack
878	Disney / Disney Princess / Tangled	302101-1	Rapunzel's Dressing Table foil pack
36	Technic / Model / Off-Road	42122-1	Jeep Wrangler
976	LEGO Brand / LEGO Employee Gift / Holiday & Event / Christmas / Educational & Dacta	4002020-1	2020 Employee Exclusive: 40 Years of Hands-on Learning - LEGO Education
167	DUPLO / Basic Set	10953-1	Unicorn
167	DUPLO / DUPLO, Town	10957-1	Fire Helicopter & Police Car
423	Classic	11013-1	Creative Transparent Bricks
768	Super Heroes / Batman II	40453-1	Batman vs. The Penguin & Harley Quinn blister pack
771	Friends	41447-1	Heartlake City Park
36	Technic / Model / Race	42118-1	Monster Jam Grave Digger
36	Technic / Model / Race	42119-1	Monster Jam Max-D
878	Disney / Disney Princess / Frozen / Frozen II	43189-1	Elsa and the Nokk Storybook Adventures
878	Disney / Disney Princess / The Little Mermaid	43191-1	Ariel's Celebration Boat
878	Disney / Disney Princess / Cinderella	43192-1	Cinderella's Royal Carriage
67	Town / City / Police	60277-1	Police Patrol Boat
67	Town / City / Traffic	60305-1	Car Transporter
67	Town / City	60306-1	Shopping Street
759	NINJAGO / Legacy / The Final Battle	71742-1	Overlord Dragon
395	Samsonite	322-4	Educational Gear Set
801	Minecraft	30331-1	The Nether Duel polybag
167	DUPLO / Basic Set	30332-1	My First Space Rocket polybag
842	SPEED CHAMPIONS	30343-1	McLaren Elva polybag
878	Disney / Disney Princess / Tangled	30391-1	Rapunzel's Boat polybag
976	LEGO Brand / LEGO Brand Store / Build-A-Minifigure	bam2018-1	Build-a-Minifigure (BAM) 2018 Parts
976	LEGO Brand / LEGO Brand Store / Build-A-Minifigure	bam2019-1	Build-a-Minifigure (BAM) 2019 Parts
